id,venueId,toss.elected,toss.winner,team1Id,team2Id,matchDate,matchEndDate
547,11,England who chose to field,England,1268,1267,2013-01-27 04:00:00+00:00,2013-01-27 17:30:00+00:00
733,43,West Indies who chose to bat,West Indies ,1295,1296,2013-02-01 03:20:00+00:00,2013-02-01 15:00:00+00:00
734,43,West Indies who chose to bowl,West Indies ,1303,1304,2013-02-03 03:20:00+00:00,2013-02-03 15:00:00+00:00
735,58,Australia who chose to bat,Australia,1319,1320,2013-02-06 03:20:00+00:00,2013-02-06 12:00:00+00:00
736,48,West Indies who chose to bat,West Indies ,1327,1328,2013-02-08 03:20:00+00:00,2013-02-08 12:00:00+00:00
737,51,West Indies who chose to field,West Indies ,1331,1332,2013-02-10 03:20:00+00:00,2013-02-10 12:00:00+00:00
800,74,Zimbabwe who chose to field,Zimbabwe,1481,1482,2013-05-03 07:00:00+00:00,2013-05-03 21:00:00+00:00
802,74,Zimbabwe who chose to field,Zimbabwe,1499,1500,2013-05-08 07:00:00+00:00,2013-05-08 21:00:00+00:00
794,71,New Zealand who chose to field,New Zealand,1558,1557,2013-05-31 09:45:00+00:00,2013-05-31 22:00:00+00:00
795,72,New Zealand who chose to bat,New Zealand,1564,1563,2013-06-02 09:45:00+00:00,2013-06-02 22:00:00+00:00
796,70,New Zealand who chose to field,New Zealand,1571,1572,2013-06-05 13:00:00+00:00,2013-06-05 22:00:00+00:00
763,68,South Africa who chose to field,South Africa ,1573,1574,2013-06-06 09:30:00+00:00,2013-06-06 22:00:00+00:00
764,82,West Indies who chose to field,West Indies ,1575,1576,2013-06-07 09:30:00+00:00,2013-06-07 22:00:00+00:00
765,40,England who chose to bat,England,1577,1578,2013-06-08 09:30:00+00:00,2013-06-08 22:00:00+00:00
766,68,Sri Lanka who chose to bat,Sri Lanka,1579,1580,2013-06-09 09:30:00+00:00,2013-06-09 22:00:00+00:00
767,40,South Africa who chose to bat,South Africa,1581,1582,2013-06-10 12:00:00+00:00,2013-06-10 22:00:00+00:00
768,82,India who chose to field,India,1584,1583,2013-06-11 09:30:00+00:00,2013-06-11 22:00:00+00:00
769,40,Australia who chose to bat,Australia,1586,1585,2013-06-12 09:30:00+00:00,2013-06-12 22:00:00+00:00
770,82,Sri Lanka who chose to field,Sri Lanka,1587,1588,2013-06-13 12:00:00+00:00,2013-06-13 22:00:00+00:00
771,68,West Indies who chose to field,West Indies ,1590,1589,2013-06-14 09:30:00+00:00,2013-06-14 22:00:00+00:00
772,40,India who chose to field,India,1592,1591,2013-06-15 09:30:00+00:00,2013-06-15 22:00:00+00:00
773,68,New Zealand who chose to field,New Zealand,1593,1594,2013-06-16 09:30:00+00:00,2013-06-16 22:00:00+00:00
774,82,Australia who chose to field,Australia,1596,1595,2013-06-17 12:00:00+00:00,2013-06-17 22:00:00+00:00
775,82,England who chose to field,England,1598,1597,2013-06-19 09:30:00+00:00,2013-06-19 22:00:00+00:00
776,68,India who chose to field,India,1600,1599,2013-06-20 09:30:00+00:00,2013-06-20 22:00:00+00:00
777,40,England who chose to field,England,1602,1601,2013-06-23 09:30:00+00:00,2013-06-23 22:00:00+00:00
814,78,West Indies who chose to field,West Indies ,1607,1608,2013-06-28 14:30:00+00:00,2013-06-29 04:00:00+00:00
815,78,West Indies who chose to field,West Indies ,1612,1611,2013-06-30 14:30:00+00:00,2013-07-01 04:00:00+00:00
816,78,India who chose to field,India,1618,1617,2013-07-02 14:30:00+00:00,2013-07-03 04:00:00+00:00
817,79,West Indies who chose to field,West Indies ,1620,1619,2013-07-05 13:30:00+00:00,2013-07-06 03:00:00+00:00
850,77,Ireland who chose to bat,Ireland,1622,1621,2013-07-07 09:00:00+00:00,2013-07-07 21:00:00+00:00
818,79,West Indies who chose to field,West Indies ,1625,1626,2013-07-07 13:30:00+00:00,2013-07-08 03:00:00+00:00
851,77,Ireland who chose to bat,Ireland,1627,1628,2013-07-09 09:00:00+00:00,2013-07-09 21:00:00+00:00
819,79,Sri Lanka who chose to field,Sri Lanka,1630,1629,2013-07-09 13:30:00+00:00,2013-07-10 03:00:00+00:00
820,79,India who chose to field,India,1634,1633,2013-07-11 13:30:00+00:00,2013-07-12 03:00:00+00:00
933,99,West Indies who chose to field,West Indies ,1636,1635,2013-07-14 13:00:00+00:00,2013-07-15 03:00:00+00:00
934,99,Pakistan who chose to field,Pakistan,1638,1637,2013-07-16 13:00:00+00:00,2013-07-17 03:00:00+00:00
935,100,West Indies who chose to field,West Indies ,1641,1642,2013-07-19 13:00:00+00:00,2013-07-20 03:00:00+00:00
833,33,South Africa who chose to field,South Africa,1644,1643,2013-07-20 09:00:00+00:00,2013-07-20 17:30:00+00:00
936,100,Pakistan who chose to field,Pakistan,1646,1645,2013-07-21 13:00:00+00:00,2013-07-22 03:00:00+00:00
834,33,Sri Lanka who chose to bat,Sri Lanka,1648,1647,2013-07-23 09:00:00+00:00,2013-07-23 17:30:00+00:00
842,84,India who chose to field,India,1650,1649,2013-07-24 08:00:00+00:00,2013-07-24 21:00:00+00:00
937,100,Pakistan who chose to field,Pakistan,1651,1652,2013-07-24 13:00:00+00:00,2013-07-25 03:00:00+00:00
843,84,Zimbabwe who chose to field,Zimbabwe,1654,1653,2013-07-26 08:00:00+00:00,2013-07-26 21:00:00+00:00
835,35,South Africa who chose to bat,South Africa,1655,1656,2013-07-26 09:00:00+00:00,2013-07-26 17:30:00+00:00
844,84,India who chose to field,India,1660,1659,2013-07-28 08:00:00+00:00,2013-07-28 21:00:00+00:00
836,35,South Africa  who chose to bat,South Africa,1662,1661,2013-07-28 09:00:00+00:00,2013-07-28 17:30:00+00:00
837,33,Sri Lanka who chose to bat,Sri Lanka,1665,1666,2013-07-31 09:00:00+00:00,2013-07-31 17:30:00+00:00
845,74,India who chose to field,India,1668,1667,2013-08-01 08:00:00+00:00,2013-08-01 21:00:00+00:00
846,74,India who chose to field,India,1676,1675,2013-08-03 08:00:00+00:00,2013-08-03 21:00:00+00:00
1067,84,Pakistan who chose to bat,Pakistan,1691,1690,2013-08-27 07:30:00+00:00,2013-08-27 21:00:00+00:00
1068,84,Zimbabwe who chose to field,Zimbabwe,1692,1693,2013-08-29 07:30:00+00:00,2013-08-29 21:00:00+00:00
1069,84,Zimbabwe who chose to field,Zimbabwe,1697,1696,2013-08-31 07:30:00+00:00,2013-08-31 21:00:00+00:00
787,39,England who chose to field,England,1703,1702,2013-09-08 09:15:00+00:00,2013-09-08 22:00:00+00:00
788,40,Australia who chose to field,Australia,1707,1706,2013-09-11 13:00:00+00:00,2013-09-11 22:00:00+00:00
789,68,England who chose to field,England,1709,1708,2013-09-14 09:15:00+00:00,2013-09-14 22:00:00+00:00
790,72,Australia who chose to bat,Australia,1711,1710,2013-09-16 13:00:00+00:00,2013-09-16 22:00:00+00:00
943,7,Australia who chose to bat,Australia,1770,1771,2013-10-13 08:00:00+00:00,2013-10-13 17:30:00+00:00
944,3,Australia who chose to bat,Australia,1775,1774,2013-10-16 08:00:00+00:00,2013-10-16 17:30:00+00:00
945,9,Australia who chose to field,Australia,1777,1776,2013-10-19 08:00:00+00:00,2013-10-19 17:30:00+00:00
946,46,India who chose to field,India,1783,1782,2013-10-23 08:00:00+00:00,2013-10-23 17:30:00+00:00
1235,123,New Zealand who chose to field,New Zealand,1785,1784,2013-10-29 07:30:00+00:00,2013-10-29 17:00:00+00:00
948,20,India who chose to field,India,1787,1786,2013-10-30 08:00:00+00:00,2013-10-30 17:30:00+00:00
988,104,South Africa who chose to bat,South Africa,1788,1789,2013-10-30 11:00:00+00:00,2013-10-30 19:00:00+00:00
1236,123,Bangladesh who chose to bat,Bangladesh,1791,1790,2013-10-31 07:30:00+00:00,2013-10-31 17:00:00+00:00
989,37,Pakistan who chose to bat,Pakistan,1793,1792,2013-11-01 11:00:00+00:00,2013-11-01 19:00:00+00:00
949,5,Australia who chose to field,Australia ,1795,1794,2013-11-02 08:00:00+00:00,2013-11-02 17:30:00+00:00
1237,124,Bangladesh who chose to field,Bangladesh,1797,1796,2013-11-03 03:15:00+00:00,2013-11-03 17:00:00+00:00
990,102,South Africa who chose to bat,South Africa,1803,1802,2013-11-06 11:00:00+00:00,2013-11-06 19:00:00+00:00
991,102,South Africa who chose to bat,South Africa,1805,1804,2013-11-08 11:00:00+00:00,2013-11-08 19:00:00+00:00
1240,34,New Zealand who chose to field,New Zealand,1807,1806,2013-11-10 09:00:00+00:00,2013-11-10 17:30:00+00:00
992,104,South Africa who chose to bat,South Africa,1808,1809,2013-11-11 11:00:00+00:00,2013-11-11 19:00:00+00:00
1241,34,Sri Lanka who chose to bat,Sri Lanka,1821,1820,2013-11-12 09:00:00+00:00,2013-11-12 17:30:00+00:00
1242,126,New Zealand who chose to field,New Zealand,1867,1866,2013-11-16 04:15:00+00:00,2013-11-16 18:00:00+00:00
1251,45,West Indies who chose to bat,West Indies ,1928,1929,2013-11-21 08:00:00+00:00,2013-11-21 17:30:00+00:00
1252,6,West Indies who chose to field,West Indies ,1961,1960,2013-11-24 08:00:00+00:00,2013-11-24 17:30:00+00:00
1345,21,Pakistan who chose to bat,Pakistan,1963,1962,2013-11-24 09:00:00+00:00,2013-11-24 21:00:00+00:00
1253,131,India who chose to field,India,1979,1978,2013-11-27 03:30:00+00:00,2013-11-27 17:30:00+00:00
1346,22,South Africa who chose to field,South Africa,1986,1987,2013-11-27 08:00:00+00:00,2013-11-27 21:00:00+00:00
1347,24,South Africa who chose to field,South Africa,2004,2005,2013-11-30 08:00:00+00:00,2013-11-30 21:00:00+00:00
966,26,India who chose to field,India,2015,2014,2013-12-05 11:30:00+00:00,2013-12-05 21:00:00+00:00
967,23,India who chose to field,India,2016,2017,2013-12-08 08:00:00+00:00,2013-12-08 21:00:00+00:00
968,24,South Africa who chose to bat,South Africa,2021,2020,2013-12-11 11:30:00+00:00,2013-12-11 21:00:00+00:00
1075,104,Pakistan who chose to bat,Pakistan,2031,2030,2013-12-18 11:00:00+00:00,2013-12-18 19:00:00+00:00
1076,37,Sri Lanka who chose to field,Sri Lanka,2037,2036,2013-12-20 11:00:00+00:00,2013-12-20 19:00:00+00:00
1077,104,Sri Lanka who chose to field,Sri Lanka,2045,2044,2013-12-22 11:00:00+00:00,2013-12-22 19:00:00+00:00
1078,102,Sri Lanka who chose to bat,Sri Lanka,2047,2046,2013-12-25 11:00:00+00:00,2013-12-25 19:00:00+00:00
1088,90,West Indies who chose to field,West Indies ,2050,2051,2013-12-26 01:00:00+00:00,2013-12-26 10:00:00+00:00
1079,102,Pakistan who chose to bat,Pakistan,2058,2059,2013-12-27 11:00:00+00:00,2013-12-27 19:00:00+00:00
1090,114,West Indies who chose to field,West Indies ,2072,2073,2013-12-31 21:00:00+00:00,2014-01-01 10:00:00+00:00
1091,93,New Zealand who chose to bat,New Zealand,2083,2082,2014-01-03 21:00:00+00:00,2014-01-04 10:00:00+00:00
1092,95,New Zealand who chose to field,New Zealand,2091,2090,2014-01-08 01:00:00+00:00,2014-01-08 10:00:00+00:00
957,51,England who chose to bat,England,2107,2106,2014-01-12 03:20:00+00:00,2014-01-12 12:00:00+00:00
958,41,England who chose to bat,England,2119,2118,2014-01-17 03:20:00+00:00,2014-01-17 13:00:00+00:00
1225,91,India who chooses to field,India,2125,2124,2014-01-19 01:00:00+00:00,2014-01-19 10:00:00+00:00
959,48,England who chose to bat,England,2127,2126,2014-01-19 03:20:00+00:00,2014-01-19 12:00:00+00:00
1226,95,India who chose to field,India,2131,2130,2014-01-22 01:00:00+00:00,2014-01-22 10:00:00+00:00
960,43,Australia who chose to field,Australia,2137,2136,2014-01-24 03:20:00+00:00,2014-01-24 15:00:00+00:00
1227,90,India who chose to field,India,2139,2138,2014-01-25 01:00:00+00:00,2014-01-25 10:00:00+00:00
961,42,Australia who chose to bat,Australia,2143,2142,2014-01-26 03:20:00+00:00,2014-01-26 12:30:00+00:00
1228,95,India who chose to bat,India,2149,2148,2014-01-28 01:00:00+00:00,2014-01-28 10:00:00+00:00
1229,115,India who chose to field,India,2153,2152,2014-01-31 01:00:00+00:00,2014-01-31 10:00:00+00:00
1399,125,Bangladesh who chose to field,Bangladesh,2185,2184,2014-02-17 08:00:00+00:00,2014-02-17 17:00:00+00:00
1400,123,Sri Lanka who chose to bat,Sri Lanka,2189,2188,2014-02-20 08:00:00+00:00,2014-02-20 17:00:00+00:00
1401,123,Sri Lanka who chose to field,Sri Lanka,2195,2194,2014-02-22 07:00:00+00:00,2014-02-22 17:00:00+00:00
2363,124,Sri Lanka who chose to bat,Sri Lanka,2201,2200,2014-02-25 08:00:00+00:00,2014-02-25 17:00:00+00:00
2364,124,India who chose to field,India,2203,2202,2014-02-26 08:00:00+00:00,2014-02-26 17:00:00+00:00
2365,124,Afghanistan who chose to field,Afghanistan,2207,2206,2014-02-27 08:00:00+00:00,2014-02-27 17:00:00+00:00
2366,124,Sri Lanka who chose to field,Sri Lanka,2209,2208,2014-02-28 08:00:00+00:00,2014-02-28 17:00:00+00:00
1110,65,England who chose to field,England,2211,2210,2014-02-28 13:30:00+00:00,2014-03-01 03:00:00+00:00
2367,124,Bangladesh who chose to field,Bangladesh,2213,2212,2014-03-01 08:00:00+00:00,2014-03-01 17:00:00+00:00
2368,123,Pakistan who chose to field,Pakistan,2219,2218,2014-03-02 08:00:00+00:00,2014-03-02 17:00:00+00:00
1111,65,England who chose to field,England,2221,2220,2014-03-02 13:30:00+00:00,2014-03-03 03:00:00+00:00
2369,123,Sri Lanka who chose to bat,Sri Lanka,2223,2222,2014-03-03 08:00:00+00:00,2014-03-03 17:00:00+00:00
2370,123,Bangladesh who chose to bat,Bangladesh,2225,2224,2014-03-04 08:00:00+00:00,2014-03-04 17:00:00+00:00
2371,123,India who chose to field,India,2227,2226,2014-03-05 08:00:00+00:00,2014-03-05 17:00:00+00:00
1112,65,West Indies who chose to field,West Indies ,2229,2228,2014-03-05 13:30:00+00:00,2014-03-06 03:00:00+00:00
2372,123,Bangladesh who chose to bat,Bangladesh,2231,2230,2014-03-06 08:00:00+00:00,2014-03-06 17:00:00+00:00
2373,123,Pakistan who chose to bat,Pakistan,2233,2232,2014-03-08 08:00:00+00:00,2014-03-08 17:00:00+00:00
2489,69,Sri Lanka who chose to field,Sri Lanka,2469,2468,2014-05-22 12:00:00+00:00,2014-05-22 22:00:00+00:00
2490,38,England who chose to field,England,2481,2480,2014-05-25 09:30:00+00:00,2014-05-25 22:00:00+00:00
2491,39,England who chose to field,England,2489,2488,2014-05-28 13:00:00+00:00,2014-05-28 22:00:00+00:00
2492,71,England who chose to field,England,2495,2494,2014-05-31 09:30:00+00:00,2014-05-31 22:00:00+00:00
2493,40,England who chose to bat,England,2499,2498,2014-06-03 13:00:00+00:00,2014-06-03 22:00:00+00:00
2570,123,Bangladesh who chose to bat,Bangladesh,2505,2504,2014-06-15 07:00:00+00:00,2014-06-15 17:00:00+00:00
2571,123,Bangladesh who chose to field,Bangladesh,2509,2508,2014-06-17 07:00:00+00:00,2014-06-17 17:00:00+00:00
2572,123,India who chose to bat,India,2511,2510,2014-06-19 07:00:00+00:00,2014-06-19 17:00:00+00:00
2503,33,South Africa who chose to bat,South Africa,2519,2518,2014-07-06 04:15:00+00:00,2014-07-06 17:30:00+00:00
2504,35,Sri Lanka who chose to bat,Sri Lanka,2523,2522,2014-07-09 09:00:00+00:00,2014-07-09 17:30:00+00:00
2505,34,South Africa who chose to bat,South Africa,2527,2526,2014-07-12 04:15:00+00:00,2014-07-12 17:30:00+00:00
2522,74,Zimbabwe who chose to field,Zimbabwe,2547,2546,2014-08-17 07:30:00+00:00,2014-08-17 21:00:00+00:00
2523,74,Zimbabwe who chose to field,Zimbabwe,2549,2548,2014-08-19 07:30:00+00:00,2014-08-19 21:00:00+00:00
2526,64,West Indies who chose to field,West Indies ,2551,2550,2014-08-20 13:00:00+00:00,2014-08-21 03:00:00+00:00
2524,74,South Africa who chose to field,South Africa,2553,2552,2014-08-21 07:30:00+00:00,2014-08-21 21:00:00+00:00
2527,64,Bangladesh who chose to field,Bangladesh,2555,2554,2014-08-22 13:00:00+00:00,2014-08-23 03:00:00+00:00
2576,34,Pakistan who chose to field,Pakistan,2557,2556,2014-08-23 04:30:00+00:00,2014-08-23 17:30:00+00:00
2533,84,Zimbabwe who chose to field,Zimbabwe,2559,2558,2014-08-25 07:30:00+00:00,2014-08-25 21:00:00+00:00
2528,225,West Indies who chose to bat,West Indies ,2561,2560,2014-08-25 18:30:00+00:00,2014-08-26 03:00:00+00:00
2577,34,Sri Lanka who chose to bat,Sri Lanka,2563,2562,2014-08-26 09:00:00+00:00,2014-08-26 17:30:00+00:00
2534,84,South Africa who chose to field,South Africa,2564,2565,2014-08-27 07:30:00+00:00,2014-08-27 21:00:00+00:00
2515,68,England who chose to field,England,2567,2566,2014-08-27 09:30:00+00:00,2014-08-27 22:00:00+00:00
2535,84,Zimbabwe who chose to field,Zimbabwe,2571,2570,2014-08-29 07:30:00+00:00,2014-08-29 21:00:00+00:00
2578,126,Pakistan who chose to bat,Pakistan,2573,2572,2014-08-30 04:30:00+00:00,2014-08-30 17:30:00+00:00
2516,70,India who chose to field,India,2575,2574,2014-08-30 09:30:00+00:00,2014-08-30 22:00:00+00:00
2536,84,Australia who chose to bat,Australia,2577,2576,2014-08-31 07:30:00+00:00,2014-08-31 21:00:00+00:00
2537,84,South Africa who chose to field,South Africa,2579,2578,2014-09-02 07:30:00+00:00,2014-09-02 21:00:00+00:00
2517,40,India who chose to field,India,2581,2580,2014-09-02 09:30:00+00:00,2014-09-02 22:00:00+00:00
2538,84,Zimbabwewho chose to field,Zimbabwe,2583,2582,2014-09-04 07:30:00+00:00,2014-09-04 21:00:00+00:00
2518,73,India who chose to field,India,2585,2584,2014-09-05 09:30:00+00:00,2014-09-05 22:00:00+00:00
2539,84,South Africa who chose to field,South Africa,2589,2588,2014-09-06 07:30:00+00:00,2014-09-06 21:00:00+00:00
2542,104,Australia who chose to bat,Australia,2653,2652,2014-10-07 11:00:00+00:00,2014-10-07 19:00:00+00:00
2681,45,India who chose to field,India,2655,2654,2014-10-08 09:00:00+00:00,2014-10-08 17:30:00+00:00
2543,37,Pakistan who chose to bat,Pakistan,2657,2656,2014-10-10 11:00:00+00:00,2014-10-10 19:00:00+00:00
2682,8,India who chose to bat,India,2659,2658,2014-10-11 09:00:00+00:00,2014-10-11 17:30:00+00:00
2544,102,Australia who chose to bat,Australia,2661,2660,2014-10-12 11:00:00+00:00,2014-10-12 19:00:00+00:00
2684,11,West Indies who chose to field,West Indies ,2663,2662,2014-10-17 09:00:00+00:00,2014-10-17 17:30:00+00:00
2760,132,South Africa who chose to field,South Africa,2665,2664,2014-10-20 21:30:00+00:00,2014-10-21 10:00:00+00:00
2761,132,New Zealand who chose to field,New Zealand,2669,2668,2014-10-23 21:30:00+00:00,2014-10-24 10:00:00+00:00
2762,95,New Zealand who chose to field,New Zealand,2673,2672,2014-10-26 21:30:00+00:00,2014-10-27 10:00:00+00:00
2764,14,Sri Lanka who chose to field,Sri Lanka,2677,2676,2014-11-02 08:00:00+00:00,2014-11-02 17:30:00+00:00
2765,19,Sri Lanka who chose to bat,Sri Lanka,2683,2682,2014-11-06 08:00:00+00:00,2014-11-06 17:30:00+00:00
2766,10,Sri Lanka who chose to bat,Sri Lanka,2689,2688,2014-11-09 08:00:00+00:00,2014-11-09 17:30:00+00:00
2767,2,India who chose to bat,India,2695,2694,2014-11-13 08:00:00+00:00,2014-11-13 17:30:00+00:00
2630,43,South Africa who chose to field,South Africa,2697,2696,2014-11-14 03:20:00+00:00,2014-11-14 15:00:00+00:00
2631,43,Australia who chose to bat,Australia,2699,2698,2014-11-16 03:20:00+00:00,2014-11-16 15:00:00+00:00
2768,55,Sri Lanka who chose to bat,Sri Lanka,2701,2700,2014-11-16 08:00:00+00:00,2014-11-16 17:30:00+00:00
2632,58,Australia who chose to bat,Australia,2705,2704,2014-11-19 03:20:00+00:00,2014-11-19 12:00:00+00:00
2633,51,South Africa who chose to bat,South Africa ,2707,2706,2014-11-21 03:20:00+00:00,2014-11-21 12:00:00+00:00
2644,122,Zimbabwe who chose to field,Zimbabwe,2709,2708,2014-11-21 07:30:00+00:00,2014-11-21 17:00:00+00:00
2634,48,South Africa who chose to bat,South Africa,2711,2710,2014-11-23 03:20:00+00:00,2014-11-23 12:00:00+00:00
2645,122,Bangladesh who chose to bat,Bangladesh,2713,2712,2014-11-23 06:30:00+00:00,2014-11-23 17:00:00+00:00
2646,123,Zimbabwe who chose to field,Zimbabwe,2717,2716,2014-11-26 06:30:00+00:00,2014-11-26 17:00:00+00:00
2599,33,England who chose to field,England,2719,2718,2014-11-26 09:00:00+00:00,2014-11-26 17:30:00+00:00
2647,123,Bangladesh who chose to bat,Bangladesh,2721,2720,2014-11-28 06:30:00+00:00,2014-11-28 17:00:00+00:00
2600,33,England who chose to bat,England,2723,2722,2014-11-29 04:30:00+00:00,2014-11-29 17:30:00+00:00
2648,123,Zimbabwe who chose to bat,Zimbabwe,2725,2724,2014-12-01 06:30:00+00:00,2014-12-01 17:00:00+00:00
2601,34,Sri Lanka who chose to bat,Sri Lanka,2727,2726,2014-12-03 09:00:00+00:00,2014-12-03 17:30:00+00:00
2602,33,England who chose to bat,England,2733,2732,2014-12-07 04:30:00+00:00,2014-12-07 17:30:00+00:00
2565,37,Pakistan who chose to field,Pakistan,2735,2734,2014-12-08 11:00:00+00:00,2014-12-08 19:00:00+00:00
2603,35,England who chose to field,England,2739,2738,2014-12-10 09:00:00+00:00,2014-12-10 17:30:00+00:00
2566,104,Pakistan who chose to bat,Pakistan,2741,2740,2014-12-12 11:00:00+00:00,2014-12-12 19:00:00+00:00
2604,35,Sri Lanka who chose to bat,Sri Lanka,2742,2743,2014-12-13 04:30:00+00:00,2014-12-13 17:30:00+00:00
2567,104,Pakistan who chose to bat,Pakistan,2745,2744,2014-12-14 11:00:00+00:00,2014-12-14 19:00:00+00:00
2605,33,Sri Lanka who chose to bat,Sri Lanka,2747,2746,2014-12-16 09:00:00+00:00,2014-12-16 17:30:00+00:00
2568,102,New Zealand who chose to bat,New Zealand,2753,2752,2014-12-17 11:00:00+00:00,2014-12-17 19:00:00+00:00
2679,102,New Zealand who chose to bat,New Zealand,2755,2754,2014-12-19 11:00:00+00:00,2014-12-19 19:00:00+00:00
2787,128,Afghanistan who chose to field,Afghanistan,792693857,2056654162,2015-01-08 05:30:00+00:00,2014-12-19 19:00:00+00:00
2788,37,Ireland who chose to field,Ireland,285455059,1012121829,2015-01-10 10:00:00+00:00,2014-12-19 19:00:00+00:00
2772,89,Sri Lanka who chose to bat,Sri Lanka,2771,2770,2015-01-10 22:00:00+00:00,2015-01-11 10:00:00+00:00
2789,37,Ireland who chose to field,Ireland,1732764629,1620944957,2015-01-12 10:00:00+00:00,2015-01-11 10:00:00+00:00
2790,102,Scotland who chose to bat,Scotland,986098899,1035894830,2015-01-14 10:00:00+00:00,2015-01-11 10:00:00+00:00
2773,95,New Zealand who chose to bat,New Zealand,2777,2776,2015-01-15 01:00:00+00:00,2015-01-15 10:00:00+00:00
2636,48,England who chose to bat,England,2779,2778,2015-01-16 03:20:00+00:00,2015-01-16 12:00:00+00:00
2554,23,South Africa who chose to bat,South Africa,2781,2780,2015-01-16 11:30:00+00:00,2015-01-16 21:00:00+00:00
2774,90,Sri Lanka who chose to field,Sri Lanka,2783,2782,2015-01-17 01:00:00+00:00,2015-01-17 10:00:00+00:00
2791,37,Ireland who chose to field,Ireland,2147212060,384770811,2015-01-17 06:00:00+00:00,2015-01-17 10:00:00+00:00
2637,51,India who chose to bat,India,2785,2784,2015-01-18 03:20:00+00:00,2015-01-18 12:00:00+00:00
2555,26,West Indies who chose to field,West Indies ,2787,2786,2015-01-18 08:00:00+00:00,2015-01-18 21:00:00+00:00
2792,128,Ireland who chose to field,Ireland,1306069538,1035894830,2015-01-19 05:30:00+00:00,2015-01-18 21:00:00+00:00
2775,93,Sri Lanka who chose to bat,Sri Lanka,2789,2788,2015-01-19 22:00:00+00:00,2015-01-20 10:00:00+00:00
2638,41,India who chose to bat,India,2791,2790,2015-01-20 03:20:00+00:00,2015-01-20 13:00:00+00:00
2556,25,West Indies who chose to bat,West Indies ,2793,2792,2015-01-21 11:30:00+00:00,2015-01-21 21:00:00+00:00
2776,94,Sri Lanka who chose to field,Sri Lanka,2795,2794,2015-01-22 22:00:00+00:00,2015-01-23 10:00:00+00:00
2639,52,Australia who chose to field,Australia,2797,2796,2015-01-23 03:20:00+00:00,2015-01-23 12:00:00+00:00
2777,94,New Zealand who chose to bat,New Zealand,2798,2799,2015-01-24 22:00:00+00:00,2015-01-25 10:00:00+00:00
2557,22,West Indies who chose to field,West Indies ,2801,2800,2015-01-25 08:00:00+00:00,2015-01-25 21:00:00+00:00
2782,48,Australia who chose to field,Australia,2803,2802,2015-01-26 03:20:00+00:00,2015-01-26 12:00:00+00:00
2558,24,West Indies who chose to field,West Indies ,2805,2804,2015-01-28 11:30:00+00:00,2015-01-28 21:00:00+00:00
2778,115,Sri Lanka who chose to bat,Sri Lanka,2807,2806,2015-01-29 01:00:00+00:00,2015-01-29 10:00:00+00:00
2783,43,England who chose to field,England,3512,3513,2015-01-30 03:20:00+00:00,2015-01-30 15:00:00+00:00
2856,92,New Zealand who chose to field,New Zealand,3515,3514,2015-01-31 01:00:00+00:00,2015-01-31 10:00:00+00:00
2784,43,England who chose to field,England,3517,3516,2015-02-01 03:20:00+00:00,2015-02-01 15:00:00+00:00
2857,91,New Zealand who chose to bat,New Zealand,3519,3518,2015-02-03 01:00:00+00:00,2015-02-03 10:00:00+00:00
883,89,Sri Lanka who chose to field,Sri Lanka,3548,3549,2015-02-13 22:00:00+00:00,2015-02-14 10:00:00+00:00
884,51,England who chose to field,England ,3551,3550,2015-02-14 03:30:00+00:00,2015-02-14 12:00:00+00:00
885,95,Zimbabwe who chose to field,Zimbabwe,3553,3552,2015-02-15 01:00:00+00:00,2015-02-15 10:00:00+00:00
886,42,India who chose to bat,India,3554,3555,2015-02-15 03:30:00+00:00,2015-02-15 12:30:00+00:00
887,93,Ireland who chose to field,Ireland,3557,3556,2015-02-15 22:00:00+00:00,2015-02-16 10:00:00+00:00
888,94,New Zealand who chose to field,New Zealand,3559,3558,2015-02-16 22:00:00+00:00,2015-02-17 10:00:00+00:00
889,58,Bangladesh who chose to bat,Bangladesh,3561,3560,2015-02-18 03:30:00+00:00,2015-02-18 12:00:00+00:00
890,93,Zimbabwe who chose to field,Zimbabwe,3563,3562,2015-02-18 22:00:00+00:00,2015-02-19 10:00:00+00:00
891,92,England who chose to bat,England,3565,3564,2015-02-20 01:00:00+00:00,2015-02-20 10:00:00+00:00
892,89,Pakistan who chose to field,Pakistan,3567,3566,2015-02-20 22:00:00+00:00,2015-02-21 10:00:00+00:00
894,94,Sri Lanka who chose to field,Sri Lanka,3569,3568,2015-02-21 22:00:00+00:00,2015-02-22 10:00:00+00:00
895,51,India who chose to bat,India,3571,3570,2015-02-22 03:30:00+00:00,2015-02-22 12:00:00+00:00
896,89,Scotland who chose to field,Scotland,3573,3572,2015-02-22 22:00:00+00:00,2015-02-23 10:00:00+00:00
897,58,West Indies who chose to bat,West Indies ,3575,3574,2015-02-24 03:30:00+00:00,2015-02-24 12:00:00+00:00
898,41,Ireland who chose to field,Ireland,3577,3576,2015-02-25 03:30:00+00:00,2015-02-25 13:00:00+00:00
899,94,Afghanistan who chose to field,Afghanistan,3579,3578,2015-02-25 22:00:00+00:00,2015-02-26 10:00:00+00:00
900,51,Sri Lanka who chose to bat,Sri Lanka,3581,3580,2015-02-26 03:30:00+00:00,2015-02-26 12:00:00+00:00
901,48,South Africa who chose to bat,South Africa,3583,3582,2015-02-27 03:30:00+00:00,2015-02-27 12:00:00+00:00
