ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,id,inningId
19,1Lb,0,0,0,1,W,25541,582
20,0,0,4B,0,0,1,25542,582
21,2,0,1,0,1,0,25543,582
22,6,1,0,0,0,0,25544,582
23,1,0,0,0,0,1,25545,582
25,0,0,1,1,1,1,25547,582
26,0,0,0,1,1,1,25548,582
27,1,1,1,0,0,0,25549,582
28,2,1,0,W,0,0,25550,582
29,1,0,0,0,0,0,25551,582
30,1,0,1,1,1,1,25552,582
33,0,1,2,0,0,0,25555,582
34,1,0,0,0,0,0,25556,582
35,1,2,0,0,0,4,25557,582
36,0,1,0,0,W,W,25558,582
37,4,0,0,0,1,0,25559,582
38,0,0,0,0,0,6,25560,582
39,0,0,0,4,0,0,25561,582
1,0,4,0,1,0,2,25563,583
2,0,4,1,1Lb,0,0,25564,583
3,0,1,4,0,0,0,25565,583
4,0,0,0,0,1,0,25566,583
5,0,1,0,4,2,0,25567,583
7,0,1,1,0,1,0,25569,583
8,0,2,2,4,0,1,25570,583
9,0,0,2,0,0,1,25571,583
10,0,2,0,0,6,0,25572,583
11,0,1,0,1,1,1,25573,583
12,4,4,4,0,0,0,25574,583
13,0,0,0,0,1,0,25575,583
15,0,0,1,1,0,0,25577,583
16,0,2,2,1,0,0,25578,583
17,1,1,1,1,1,0,25579,583
18,0,1,0,0,0,2,25580,583
19,1,0,0,4,1,1,25581,583
20,4,0,0,0,1,0,25582,583
21,1,0,1,1,2,0,25583,583
24,1,4,1,W,0,1,25586,583
26,4,0,0,0,1,1,25588,583
27,1,1,0,0,3,1,25589,583
28,1,0,1,0,0,4,25590,583
29,0,0,2,0,0,2,25591,583
30,1,1,1,2,1,0,25592,583
31,0,0,1,1,0,1,25593,583
32,0,1,1,1,1,1,25594,583
34,0,1,1,0,1,1,25596,583
35,1,0,0,1,0,1,25597,583
39,0,0,0,1,1,0,25601,583
40,1,1,1,6,2,0,25602,583
41,4,1,0,2,1,0,25603,583
43,1,2,6,6,W,W,25605,583
44,0,1,0,0,1,1,25606,583
45,1,0,0,1,1,4,25607,583
47,1,4,1,1,1,1,25609,583
48,1,0,2,0,2,4,25610,583
1,0,0,0,0,0,0,25613,584
2,4,1,0,1,2,0,25614,584
3,2,0,1,0,0,0,25615,584
5,4,2,4,0,0,4,25617,584
6,3,0,4,4,4,4,25618,584
7,W,0,1,4,2,0,25619,584
8,1,1,4,2,0,1,25620,584
9,0,0,0,2,1,4,25621,584
10,0,4,0,0,2,1,25622,584
11,2,1,0,1,0,1,25623,584
12,0,1,0,2,0,1,25624,584
13,1,4,0,0,1,0,25625,584
15,1,2,1,0,1,1,25627,584
16,W,0,1,0,0,0,25628,584
17,1,0,6,6,0,0,25629,584
18,0,0,0,0,W,0,25630,584
19,0,1,1,1,W,1,25631,584
21,0,1,0,0,2,1,25633,584
22,0,0,2,6,0,1,25634,584
24,0,0,4,W,0,0,25636,584
25,1,1,0,0,1,0,25637,584
26,3,1,2,0,6,1,25638,584
27,0,1,1,0,0,1,25639,584
28,1,1,4,1,1,0,25640,584
29,0,1,1,1,0,1,25641,584
30,0,1,0,0,1,1,25642,584
31,2,0,1,1,6,W,25643,584
33,0,0,1,1,1,0,25645,584
34,1,0,1,1,0,0,25646,584
35,2,1,0,1,1,1,25647,584
36,1,0,2,0,0,1,25648,584
37,1,0,0,1,1,2,25649,584
38,0,6,0,1,0,1,25650,584
39,0,1,0,1,0,3,25651,584
40,0,0,0,2,W,0,25652,584
41,1,0,1,4,1,1,25653,584
43,1,0,W,0,1,4,25655,584
44,0,0,1,1,1,0,25656,584
45,1,0,6,1,0,1,25657,584
47,W,1,0,4,1,0,25659,584
1,0,0,0,0,4,1,25661,585
2,0,0,0,3,1,0,25662,585
3,0,0,0,0,0,4,25663,585
4,1,0,0,0,0,W,25664,585
5,4Lb,0,0,0,0,0,25665,585
6,0,1,1,0,0,0,25666,585
7,0,0,0,0,0,0,25667,585
8,0,0,0,0,0,1,25668,585
9,0,1,2,0,0,0,25669,585
11,0,1,W,0,0,0,25671,585
12,W,0,1,0,0,0,25672,585
13,0,W,4,0,0,1,25673,585
14,0,2,0,0,4,0,25674,585
16,1,1,0,0,0,0,25676,585
17,0,4,0,4,0,0,25677,585
18,0,0,4,1,2,0,25678,585
19,0,1,0,0,0,0,25679,585
21,0,2,2,0,1,0,25681,585
22,1,0,2,4,1,4,25682,585
23,0,0,0,1,0,4,25683,585
25,2,0,1,0,1,0,25685,585
26,0,0,1,1,1,1,25686,585
27,4,0,0,0,1,1,25687,585
28,1,1,0,1,1,2,25688,585
29,1,0,0,0,0,0,25689,585
30,1,0,1,0,2,1,25690,585
31,1,0,1,0,0,1,25691,585
32,4,2,2,1,0,0,25692,585
34,2,1,4,4,0,0,25694,585
35,1,0,1,1,1,1,25695,585
38,1,1,W,0,0,0,25698,585
40,1,4,0,W,1,1,25700,585
41,0,W,1,1,0,0,25701,585
42,1,1,1,1,1,1,25702,585
43,2,1,1,1,1,1,25703,585
44,1,0,0,4,0,0,25704,585
46,0,0,1,0,0,1,25706,585
49,1,W,1,1,4,0,25709,585
50,1,1,2,1,1,2,25710,585
2,2,0,0,0,0,2,25712,586
3,0,0,1,0,0,0,25713,586
4,0,4,0,0,0,0,25714,586
5,0,1,0,4,0,0,25715,586
6,0,2,0,1,0,0,25716,586
7,1,0,0,2,0,0,25717,586
8,0,0,0,0,0,4,25718,586
9,0,0,0,0,2,4,25719,586
10,0,2,0,0,4,0,25720,586
11,W,2,0,0,0,0,25721,586
12,0,0,0,1Lb,0,0,25722,586
13,0,W,0,2,0,0,25723,586
14,0,0,0,0,1,0,25724,586
15,0,0,0,1,0,0,25725,586
16,1,0,0,0,0,1,25726,586
17,0,1,1,1,W,0,25727,586
18,0,0,0,0,4,1,25728,586
19,1,0,1,4,0,1,25729,586
20,1,1,0,1,0,0,25730,586
22,0,1,0,4,0,0,25732,586
23,4,0,1,1,1,4,25733,586
24,1,0,0,0,0,1,25734,586
25,0,0,1,1,1,0,25735,586
26,0,1,0,1,1,1,25736,586
27,2,1,4,0,1,1,25737,586
28,4,1,1,1,0,0,25738,586
29,2,1,1,1,1,1,25739,586
30,0,0,0,0,0,0,25740,586
31,0,4,1,1,0,6,25741,586
32,4,1,0,0,0,1,25742,586
33,1,1,1,1,6,0,25743,586
34,1,0,0,0,W,0,25744,586
35,0,4,1,1,0,W,25745,586
36,1,0,0,0,0,0,25746,586
37,2,0,0,1,1,0,25747,586
38,1,0,0,1,1,0,25748,586
39,1,1,0,0,0,0,25749,586
40,0,1,W,0,0,0,25750,586
41,0,0,0,0,0,1,25751,586
42,0,1,1,0,0,1,25752,586
43,0,0,0,1,1,1,25753,586
44,0,0,0,1,4,1,25754,586
46,0,0,1,1,0,1,25756,586
47,1,1Lb,W,4,1,1,25757,586
48,W,2,0,0,0,1,25758,586
49,0,0,1,1,4,1,25759,586
50,0,1,1,0,0,6,25760,586
2,0,1,0,0,3,W,25762,587
3,0,0,4,0,0,2,25763,587
4,1,1Lb,0,0,0,2,25764,587
5,0,0,0,4,0,0,25765,587
6,3,1,1,0,0,1,25766,587
7,0,1,0,0,2,2,25767,587
8,0,0,0,0,0,4,25768,587
9,W,0,0,0,0,1,25769,587
10,0,W,0,1,0,0,25770,587
11,1,0,0,4,0,1,25771,587
12,1,0,1,0,1,0,25772,587
13,1,2,0,0,1,1,25773,587
14,1,3,0,0,2,0,25774,587
15,0,1,0,2,0,0,25775,587
16,0,0,2,0,0,1,25776,587
17,1,0,0,1,0,1,25777,587
18,0,0,1,1,1Lb,0,25778,587
20,0,1,W,0,0,0,25780,587
21,1,1,3,1,0,0,25781,587
22,0,0,3,0,1,4,25782,587
23,0,2,3,0,0,0,25783,587
24,4,0,1,1,0,1,25784,587
26,1,0,1,1,1,1,25786,587
27,1,1,0,1,1,0,25787,587
29,1,0,1,1,1,0,25789,587
30,0,1,0,0,0,1,25790,587
31,0,0,0,2,1,1,25791,587
32,2,0,0,W,0,0,25792,587
33,1,0,1,1,0,0,25793,587
34,1,1,0,0,0,1,25794,587
35,1,1Lb,1,0,1,1,25795,587
37,0,0,1,1,1,1,25797,587
38,1,2,2,0,1,4,25798,587
39,0,1,0,1,1,0,25799,587
40,2,2,2,1,W,1,25800,587
41,1,1,0,1,1,2,25801,587
42,0,W,0,W,0,0,25802,587
43,2,1,1,1,0,W,25803,587
1,4,0,4,0,4,0,25804,588
2,1Lb,0,2,2,0,0,25805,588
3,4,0,0,1,0,0,25806,588
4,1,0,1,2,0,1,25807,588
5,W,0,0,0,0,0,25808,588
6,1,0,0,0,0,0,25809,588
7,0,0,4,0,4,0,25810,588
8,0,0,1,W,4,0,25811,588
11,1,0,1,0,1,0,25814,588
13,0,0,0,1,1,0,25816,588
14,0,1,0,4,2,0,25817,588
15,2,0,1,0,0,0,25818,588
16,1,0,1Lb,0,1Lb,0,25819,588
17,0,0,2,0,1,1,25820,588
18,0,1,4,1,0,1,25821,588
19,1,0,1,1,0,1,25822,588
20,0,0,1,1,0,0,25823,588
21,0,0,0,1,0,0,25824,588
23,0,0,0,1,1,0,25826,588
24,1,0,1,0,1,4,25827,588
25,1,1,1,0,2,1,25828,588
26,0,0,1,1,1,1,25829,588
27,1,0,0,0,0,0,25830,588
28,1,1,0,0,0,4,25831,588
29,4,0,2,0,2,0,25832,588
30,1,4,1,2,0,1,25833,588
31,1,0,2,0,1,1,25834,588
32,4,0,4,0,1,0,25835,588
33,1,2,1,4,6,2,25836,588
34,0,0,4,0,4,1,25837,588
1,0,0,0,4,0,0,25839,589
2,0,4,0,4,1,1,25840,589
3,0,0,0,0,0,0,25841,589
4,0,0,0,0,0,0,25842,589
7,0,1,6,1,0,0,25845,589
8,0,2,0,6,0,4,25846,589
9,0,0,4,0,0,3,25847,589
10,1,0,0,1,0,0,25848,589
11,0,0,0,1,0,1,25849,589
12,0,1,1,1,6,0,25850,589
13,1,0,0,0,0,0,25851,589
14,1,1,0,0,2,0,25852,589
15,1,0,1,1,0,1,25853,589
16,2,1,1,0,4,0,25854,589
17,0,0,0,1,0,0,25855,589
18,1,4,1,W,1,0,25856,589
19,0,0,0,1,1,1,25857,589
20,0,1,1,4,1,1,25858,589
21,0,1,W,0,0,0,25859,589
22,0,1,0,0,0,0,25860,589
23,0,0,0,0,W,0,25861,589
24,0,1,0,0,0,0,25862,589
25,0,0,0,1,0,1,25863,589
26,0,W,1,6,1,0,25864,589
27,W,0,0,0,0,W,25865,589
28,1,2,0,0,0,1,25866,589
29,W,W,0,0,0,0,25867,589
4,0,0,0,0,4,0,25872,590
5,0,W,0,4,1,4,25873,590
6,1,W,0,0,0,0,25874,590
7,4,0,1,0,0,0,25875,590
8,1,1,0,0,4,0,25876,590
9,1Lb,0,0,0,4,0,25877,590
10,0,0,2,0,1,W,25878,590
11,4,0,1,0,0,0,25879,590
13,1Lb,W,0,0,0,0,25881,590
15,4,0,0,0,0,0,25883,590
16,0,0,0,0,4,4,25884,590
18,0,4,1,0,0,0,25886,590
20,0,0,1,0,0,0,25888,590
21,0,0,0,0,1,1,25889,590
22,0,2,1,4,0,0,25890,590
23,2,2,0,0,4,0,25891,590
24,4,0,0,0,4,0,25892,590
1,2,0,0,1,0,0,25894,591
2,2,0,1,0,W,0,25895,591
3,0,4,0,0,0,4,25896,591
4,0,1,4,0,4,0,25897,591
5,1,1,4,1,W,0,25898,591
6,0,0,0,1,W,0,25899,591
7,0,4,0,0,0,0,25900,591
8,0,0,1,1,0,1,25901,591
9,0,1,1,0,1,2Lb,25902,591
10,1,1,1,1,0,1,25903,591
11,1,1,1,0,1,1,25904,591
12,0,1,0,2,1,1,25905,591
15,0,0,0,1,2,1,25908,591
18,0,0,1,1,4,1,25911,591
19,1,1,1,0,4,0,25912,591
21,W,0,2,0,1,0,25914,591
22,0,0,4,1,1,0,25915,591
23,1,0,2,1,0,0,25916,591
24,0,0,2,0,0,0,25917,591
25,1,0,1Lb,1,4,0,25918,591
26,4,4,2,W,1,1,25919,591
27,3,1,1,1,1,1,25920,591
30,1,0,0,1,2,1,25923,591
31,1,1,4,4,4,2,25924,591
32,0,0,6,W,4,1,25925,591
33,1,0,1Lb,1,6,6,25926,591
34,1,4,1,1,4,W,25927,591
1,0,0,0,0,0,1,25929,592
2,0,0,1,2,0,1,25930,592
3,1,2,4,0,4,0,25931,592
4,0,4,2,1,0,1,25932,592
5,2,0,0,1,6,0,25933,592
7,0,0,4,0,0,0,25935,592
8,0,2,6,1,1,0,25936,592
9,1,1,4,0,0,0,25937,592
10,1,1,6,6,1,0,25938,592
11,0,1,0,1,1,0,25939,592
12,4,0,1,W,0,4,25940,592
13,1,1,0,0,6,1Lb,25941,592
15,0,1,0,0,W,0,25943,592
18,0,1,1,1,1,0,25946,592
20,1,0,1,0,1,0,25948,592
21,4,0,1,0,0,1,25949,592
22,0,1,1,6,W,0,25950,592
23,1,6,W,0,0,1,25951,592
24,W,0,1,1,0,0,25952,592
25,1,1,1,0,1,0,25953,592
26,1,1,0,1,1,0,25954,592
27,1,0,1,0,2,0,25955,592
28,4,1,0,0,0,0,25956,592
29,1,2,1,1,4,0,25957,592
30,0,1,0,4,1,0,25958,592
31,0,0,4,4,2,0,25959,592
33,0,2,4,4,1,0,25961,592
1,0,0,0,4,0,0,25963,593
3,0,0,1,0,1,1,25965,593
4,0,0,0,0,0,0,25966,593
5,1,3,1,0,0,0,25967,593
7,0,1,1,0,1,1,25969,593
8,0,W,1,0,0,1,25970,593
10,1,0,0,0,1,0,25972,593
11,0,1,0,0,0,1,25973,593
12,1,0,1,1,1,1,25974,593
13,0,0,0,1,0,2,25975,593
14,0,1,0,0,0,2,25976,593
15,0,1,0,1,4,2,25977,593
16,1,0,0,1,1,0,25978,593
17,0,1,0,1,0,0,25979,593
18,1,1,1,1,0,0,25980,593
19,0,0,0,0,0,0,25981,593
20,1,2,1,0,1,6,25982,593
21,6,1,4,1,2,0,25983,593
22,1,0,1,1,1,1,25984,593
23,2,2,0,1,0,1,25985,593
24,1,1,1,0,1,0,25986,593
25,0,0,0,4,1,1,25987,593
26,0,0,W,0,0,1,25988,593
27,0,1,0,1,1,1,25989,593
28,0,1,1,1,0,1,25990,593
29,0,0,1,4,1,0,25991,593
30,0,0,0,1,0,2,25992,593
31,1,0,1,1,1,4,25993,593
32,0,1,1Lb,1,0,0,25994,593
33,0,1,4,1,0,1,25995,593
34,5,1,1,2,0,1,25996,593
37,0,0,0,2,1,4,25999,593
38,1,0,0,0,1,0,26000,593
39,1,0,0,6,0,0,26001,593
40,1,1,1,1,0,1,26002,593
41,0,0,0,1,0,0,26003,593
42,1,0,0,1,0,1,26004,593
43,1,1,1,W,1,1,26005,593
44,2,1,1,1,0,0,26006,593
45,0,0,4,1,4,W,26007,593
47,0,2,1,1,1,3,26009,593
48,1,0,W,1,2,4,26010,593
49,W,0,0,1,1,0,26011,593
50,6,6,0,4,2,W,26012,593
1,0,0,4,1,0,0,26013,594
2,0,0,4,1,4,1,26014,594
3,1Lb,0,0,0,0,0,26015,594
4,0,0,1,4,1,0,26016,594
6,W,0,3,0,4,0,26018,594
7,0,1,1,0,2,0,26019,594
8,0,0,0,4,0,0,26020,594
9,0,0,0,0,2,1,26021,594
10,1,0,1Lb,0,0,4,26022,594
11,0,0,1,1,4,0,26023,594
12,1,1,0,1Lb,1,1,26024,594
13,0,0,1,1,0,1,26025,594
14,0,1,1,1,0,0,26026,594
15,W,0,0,4,0,4B,26027,594
16,1,1,0,0,1,0,26028,594
17,2,1,1,0,1,0,26029,594
18,0,1,1,0,0,1,26030,594
19,0,4,0,1,1,0,26031,594
20,1,0,0,1,1,0,26032,594
21,1,0,1,0,0,1,26033,594
22,0,1,1,1,0,0,26034,594
23,0,4,0,1,1,1,26035,594
24,1,4,0,0,1,1,26036,594
29,1,0,1,1,1,1,26041,594
30,0,2,1,0,1,1,26042,594
31,0,2,0,0,1,1,26043,594
33,0,0,1,1,1,1,26045,594
34,1,1,1,1,1,1,26046,594
35,0,4,1,2,1,0,26047,594
36,1,1,0,1,0,0,26048,594
37,0,1,2,0,1,3,26049,594
38,0,4,1,1,0,0,26050,594
39,1,1,2,0,0,0,26051,594
41,1,1,1,0,2,1,26053,594
42,W,0,0,1,0,0,26054,594
44,0,1,0,0,1,0,26056,594
47,0,0,4,0,1,0,26059,594
48,1,0,1Lb,4,0,0,26060,594
49,0,4,1,1,1,2,26061,594
1,0,0,0,1,0,4,26063,595
2,0,0,0,0,0,1,26064,595
3,0,0,0,0,4,0,26065,595
4,0,3,0,3,0,0,26066,595
5,1,2,0,0,0,0,26067,595
6,1,1,1,4,W,0,26068,595
7,0,3,0,0,1,0,26069,595
8,0,0,0,4,4,0,26070,595
9,1,0,0,1,0,4,26071,595
10,0,0,0,0,0,W,26072,595
11,2,0,0,4,0,0,26073,595
12,0,1,1,2,1,1,26074,595
15,0,1,W,0,0,1,26077,595
16,0,1,0,1,1,1,26078,595
17,0,4,0,0,0,0,26079,595
18,1,0,1,1,1,1,26080,595
19,1,0,0,0,1Lb,0,26081,595
20,1,1,0,0,0,1,26082,595
21,0,0,0,0,0,0,26083,595
23,0,4,0,0,0,0,26085,595
24,1,0,1,0,0,0,26086,595
25,1,1,4,W,0,0,26087,595
26,2,4,0,0,1,0,26088,595
27,0,0,0,0,1,0,26089,595
28,1,0,1B,1,1,0,26090,595
31,1,0,0,0,0,1,26093,595
32,1,0,0,0,0,1,26094,595
33,1,1,2,0,1,0,26095,595
34,1,4,4,0,1,1,26096,595
35,0,2,1,1,1,4,26097,595
36,0,0,0,0,2,0,26098,595
37,1Lb,0,1,0,1,0,26099,595
39,0,0,0,3,1,0,26101,595
41,2,1,0,1,1,1,26103,595
42,1,2,0,4,1,1,26104,595
43,0,0,0,2,0,1,26105,595
44,0,6,1,0,1,4,26106,595
45,1,1,0,1,3,1Lb,26107,595
46,4,4,0,W,1,0,26108,595
48,4,1,0,0,1,0,26110,595
49,1,2,1,1,1,1,26111,595
1,0,0,0,0,0,0,26113,596
2,0,0,1,0,0,0,26114,596
3,0,0,0,0,0,0,26115,596
5,0,1,0,1,W,0,26117,596
6,0,0,0,0,1,0,26118,596
7,0,4,4,1,0,0,26119,596
8,4,0,0,0,1,0,26120,596
9,4,0,1,0,0,1,26121,596
10,0,0,0,0,1,0,26122,596
11,1,1,1,0,0,0,26123,596
12,1,0,1,W,0,0,26124,596
13,0,0,0,0,W,1,26125,596
15,0,1,0,1,0,0,26127,596
16,0,1,0,0,0,1,26128,596
17,0,0,1,0,1,0,26129,596
18,0,W,1,0,1,0,26130,596
19,1,0,1,0,0,0,26131,596
20,0,0,0,1,0,0,26132,596
21,0,1,1,0,1,1,26133,596
22,0,0,1,0,0,1,26134,596
23,1,0,4,1,0,0,26135,596
24,1,6,0,0,0,1,26136,596
26,0,W,1,1,0,1,26138,596
27,4,1,1,1,0,0,26139,596
28,0,1,2,2,0,1,26140,596
29,1,1,1,1,4,1,26141,596
30,4,2,0,4,2,0,26142,596
31,1,W,1,1,0,1,26143,596
32,1,1,1,0,0,1,26144,596
33,0,0,1,1,4,0,26145,596
35,0,1,0,0,0,0,26147,596
36,1,1,0,1,4,1,26148,596
37,4,1,0,1,1Lb,1,26149,596
38,0,0,1,4,0,1,26150,596
39,0,1,1,1,0,4,26151,596
40,1,0,1,0,1,0,26152,596
41,1,1,4,1,0,1,26153,596
42,0,2,0,0,0,4,26154,596
43,1,1,2,0,1,1,26155,596
44,0,1,1,0,0,1,26156,596
45,1,0,4,1,0,1,26157,596
47,1,1,1,2,0,6,26159,596
49,1,2,4,0,2,0,26161,596
1,3,0,W,0,0,0,26163,597
2,4,0,0,0,0,0,26164,597
3,1,0,0,4,0,0,26165,597
4,1,4,1,0,0,1,26166,597
5,1,0,2,4,0,0,26167,597
6,1,1Lb,0,0,4,1,26168,597
7,0,4,0,0,0,0,26169,597
9,0,0,0,1,1,0,26171,597
11,1,2,0,1,W,0,26173,597
12,2,0,0,1,4,0,26174,597
13,0,1,0,0,0,1,26175,597
14,1,1,0,0,1,0,26176,597
15,0,0,0,0,0,0,26177,597
16,0,1,1,1,0,1,26178,597
17,0,1,0,0,0,1,26179,597
18,1,1,1,0,1,0,26180,597
19,0,1,4,4,0,0,26181,597
20,0,1,1,0,4,0,26182,597
21,0,0,0,1Lb,1,0,26183,597
22,0,0,1,1,0,0,26184,597
23,0,1,1,0,1,1,26185,597
24,0,1,1,0,1,0,26186,597
27,4,0,0,0,1,0,26189,597
28,0,1,1,0,0,0,26190,597
30,0,0,0,0,1,1,26192,597
31,0,1,1,1,0,2,26193,597
32,0,0,0,0,4,0,26194,597
34,0,0,1,0,0,W,26196,597
35,1,1,0,1,0,0,26197,597
36,4,0,0,0,0,0,26198,597
37,0,0,0,0,0,0,26199,597
38,1B,0,1,0,4,2,26200,597
39,0,1,1,0,4,0,26201,597
40,1,1,4,0,1,0,26202,597
41,1,W,0,1,0,1,26203,597
42,1,1,4,1,2,1,26204,597
43,2,0,2,0,0,0,26205,597
44,2,0,1,1,0,1,26206,597
46,0,0,0,0,4,1,26208,597
1,4,0,4,0,0,0,26212,598
2,0,4,0,W,1,0,26213,598
3,0,0,1,0,1,0,26214,598
4,0,1,1,0,1,0,26215,598
5,0,0,1,0,0,6,26216,598
6,0,1,0,1,0,1,26217,598
7,0,0,0,0,4,0,26218,598
8,0,1,0,0,2,W,26219,598
9,0,0,0,1,0,0,26220,598
10,0,0,2,0,0,1,26221,598
11,0,1,1,1,0,0,26222,598
13,0,1,0,1,0,0,26224,598
14,4,1,0,0,0,0,26225,598
15,0,0,0,0,0,1,26226,598
16,4Lb,0,1,4,1,0,26227,598
17,1,1,0,4,1,1,26228,598
18,1,2,3,1,2,0,26229,598
19,1,0,0,0,0,0,26230,598
20,1,0,1,1,0,0,26231,598
21,0,2Lb,0,4,1,1,26232,598
22,1,1,1,0,1,2,26233,598
23,1,1,0,4,1,0,26234,598
24,2,1,2,1,0,1,26235,598
25,0,1,0,1,0,1,26236,598
26,4,0,0,1,1,1,26237,598
27,0,0,0,1,1,1,26238,598
28,1,0,0,4,1,1,26239,598
29,0,2,1,1,W,2,26240,598
30,0,1,0,1,0,1,26241,598
31,1,1,0,0,1,0,26242,598
33,1,1,0,1,0,0,26244,598
34,0,4,4,0,1,0,26245,598
35,4,1,2,0,1,0,26246,598
36,1,0,1,0,0,0,26247,598
37,0,1,0,1,2,1,26248,598
38,1,0,0,1,1,1,26249,598
39,4,1,0,1,0,1,26250,598
40,0,1,1,0,0,0,26251,598
41,0,4,1,0,1,2,26252,598
42,0,1,0,1,1,1,26253,598
43,0,0,0,1,1,1,26254,598
44,0,2,0,0,2,2,26255,598
45,1,1,1,0,0,1,26256,598
46,1,0,1,0,0,1,26257,598
47,1,1,0,0,0,1,26258,598
48,1,0,0,W,4,0,26259,598
49,6,1,1,1,0,W,26260,598
1,1,0,0,0,0,W,26262,599
3,0,0,0,0,0,4,26264,599
4,0,1,0,0,0,4,26265,599
5,0,0,W,1,0,0,26266,599
7,1Lb,1,4,0,2,0,26268,599
8,0,4,0,0,0,0,26269,599
9,0,0,1,0,0,1,26270,599
10,1,2,1,1,0,0,26271,599
11,4,0,0,0,3,1,26272,599
12,4,0,0,0,1,1,26273,599
13,0,0,0,0,1,0,26274,599
14,0,1,0,0,0,0,26275,599
15,0,0,0,1,0,1,26276,599
16,0,0,0,4,6,1,26277,599
17,0,1,0,1,0,1,26278,599
18,0,0,0,4,0,0,26279,599
19,1,0,1,1,1,0,26280,599
20,1,0,6,2,0,1,26281,599
21,W,0,0,1,0,0,26282,599
22,0,0,0,0,0,1,26283,599
23,4,4,0,0,0,1,26284,599
24,0,0,1,0,1,0,26285,599
26,1,0,1,1,0,1,26287,599
27,1,0,0,0,1,0,26288,599
28,1,0,0,0,0,0,26289,599
29,1,1,1,0,2,1,26290,599
30,1,0,1,1,4,0,26291,599
31,1,0,1,0,0,1,26292,599
32,0,1,0,1,1,1,26293,599
33,1,0,6,0,0,2,26294,599
34,0,4,1,0,6,0,26295,599
35,0,W,1,0,0,1,26296,599
36,1,1,0,0,2,1,26297,599
37,1,0,1,0,W,1,26298,599
41,6,6,W,0,0,1,26302,599
42,0,1,1,1,1,1,26303,599
43,1,1,0,0,0,1,26304,599
45,4,0,1,0,1,W,26306,599
46,0,1,1,0,1,1,26307,599
47,1,1,1,1,1,1,26308,599
48,0,1,0,1,1,4,26309,599
1,0,0,0,0,0,2,26311,600
4,0,0,0,0,4,0,26314,600
5,1Lb,4,0,0,0,0,26315,600
8,4,0,0,1,0,1,26318,600
9,0,4,0,0,4,0,26319,600
12,0,1,0,4,0,1,26322,600
13,0,0,1,0,0,0,26323,600
14,1,1,4,1,1,1,26324,600
15,0,0,0,4,0,0,26325,600
16,0,0,0,0,0,2,26326,600
17,1,1,1,1,4,1,26327,600
19,1,W,0,1,0,1,26329,600
20,1,0,1,1,4,0,26330,600
21,1,0,1,1,0,0,26331,600
23,0,0,0,4,0,1,26333,600
24,0,0,0,1,1,0,26334,600
25,4,0,0,W,0,1,26335,600
26,4,0,0,1,0,2,26336,600
27,0,1,W,1,1,1,26337,600
28,0,0,1,0,0,1,26338,600
29,0,4,1,0,W,1,26339,600
30,0,1,0,0,1,0,26340,600
31,1,0,1,1,2,1,26341,600
32,0,1,1,1,6,0,26342,600
33,1,0,W,0,1,1,26343,600
34,1,0,1,0,1,1,26344,600
36,0,0,0,1,2,0,26346,600
37,0,1,0,4,4,0,26347,600
38,0,1,0,1,1,4,26348,600
40,0,0,1,0,4,0,26350,600
41,1,4,0,0,1,1,26351,600
42,0,4,1,0,0,1,26352,600
43,4,2,0,W,0,1,26353,600
44,1,1,0,4,0,4,26354,600
45,4,4,1,0,1,1,26355,600
46,1,1,1,0,1,4Lb,26356,600
2,0,0,0,0,0,0,26358,601
3,0,0,0,0,1,0,26359,601
4,0,1,0,4,W,0,26360,601
5,1,0,4,0,0,0,26361,601
6,0,0,0,0,1,0,26362,601
7,4,0,1,0,0,0,26363,601
8,1,0,0,0,0,2,26364,601
10,1,0,1,0,1,0,26366,601
12,2,1,0,0,0,2,26368,601
13,4,0,0,0,4,0,26369,601
14,0,0,1,0,0,1,26370,601
16,0,0,0,2,0,1,26372,601
17,1,1,1,0,1,1,26373,601
18,0,0,0,0,0,4,26374,601
19,0,0,0,0,0,1,26375,601
20,4,0,1,0,4,0,26376,601
21,1,1,1,0,0,0,26377,601
22,1,2,0,1,0,2B,26378,601
23,0,0,1,0,1,0,26379,601
24,0,0,0,1,0,1,26380,601
25,1,0,0,4,0,1,26381,601
26,0,1,1,4,1,0,26382,601
27,1,0,1,0,1,1,26383,601
28,4,1,0,4,0,1,26384,601
29,1,4,0,6,0,1,26385,601
30,1,0,1,4,4,0,26386,601
31,1,1,0,0,0,1,26387,601
32,4,1,1,0,0,1,26388,601
33,1Lb,0,2,1,0,1,26389,601
34,0,0,4,0,0,0,26390,601
35,1,W,0,0,0,1,26391,601
37,1,2,6,4,W,1,26393,601
38,1,0,0,0,1,1,26394,601
39,1,W,0,1,1,1,26395,601
40,0,0,0,1,1,4,26396,601
42,1,1,2Lb,0,0,0,26398,601
46,4,1,1,0,0,1,26402,601
47,4,4,W,1,1,1,26403,601
48,1,4,1,0,1,2,26404,601
49,1,4,1,0,1,2,26405,601
50,4,1,2,1,1,W,26406,601
1,1,1,W,1,0,0,26407,602
2,0,1,0,1,4,0,26408,602
3,0,0,0,0,1,0,26409,602
4,0,0,0,0,0,2,26410,602
5,1,4,0,0,0,0,26411,602
6,0,1,6,0,6,4,26412,602
7,0,2,W,0,1,4,26413,602
8,0,0,0,0,0,1,26414,602
9,0,0,1,0,0,0,26415,602
